name,emotion,timestamp
anyes_6.jpg,neutral,2025-06-26 16:53:31
anyes_6.jpg,neutral,2025-06-26 16:53:32
anyes_6.jpg,happy,2025-06-26 16:53:33
anyes_6.jpg,neutral,2025-06-26 16:53:34
anyes_6.jpg,fear,2025-06-26 16:53:35
anyes_6.jpg,sad,2025-06-26 16:53:36
anyes_6.jpg,surprise,2025-06-26 16:53:37
anyes_6.jpg,surprise,2025-06-26 16:53:38
anyes_6.jpg,neutral,2025-06-26 16:53:39
anyes_6.jpg,neutral,2025-06-26 16:53:40
anyes_6.jpg,sad,2025-06-26 16:53:41
anyes_6.jpg,fear,2025-06-26 16:53:42
Inconnu,sad,2025-06-26 16:54:38
Inconnu,happy,2025-06-26 16:54:39
Inconnu,sad,2025-06-26 16:54:40
Inconnu,happy,2025-06-26 16:54:41
Inconnu,happy,2025-06-26 16:54:42
Inconnu,sad,2025-06-26 16:54:43
Inconnu,sad,2025-06-26 16:54:44
Inconnu,sad,2025-06-26 16:54:45
anyes,neutral,2025-06-26 16:55:56
anyes,neutral,2025-06-26 16:55:57
anyes,sad,2025-06-26 16:55:58
anyes,happy,2025-06-26 16:55:59
anyes,happy,2025-06-26 16:56:00
anyes,surprise,2025-06-26 16:56:01
anyes,surprise,2025-06-26 16:56:02
anyes,fear,2025-06-26 16:56:03
anyes,sad,2025-06-26 16:56:04
anyes,angry,2025-06-26 16:56:05
zeineb,fear,2025-06-26 16:56:10
zeineb,sad,2025-06-26 16:56:11
anyes,fear,2025-06-26 16:56:12
anyes,happy,2025-06-26 16:56:13
anyes,neutral,2025-06-26 16:56:14
anyes,neutral,2025-06-26 16:56:15
anyes,sad,2025-06-26 16:56:16
anyes,neutral,2025-06-26 16:56:17
anyes,neutral,2025-06-26 16:56:18
anyes,neutral,2025-06-26 16:56:19
anyes,neutral,2025-06-26 16:56:20
anyes,neutral,2025-06-26 16:56:21
anyes,angry,2025-06-26 16:56:22
lysaa,neutral,2025-06-26 16:56:37
lysaa,sad,2025-06-26 16:56:38
lysaa,happy,2025-06-26 16:56:39
zeineb,fear,2025-06-26 16:56:39
lysaa,happy,2025-06-26 16:56:40
zeineb,happy,2025-06-26 16:56:40
lysaa,happy,2025-06-26 16:56:41
zeineb,angry,2025-06-26 16:56:41
lysaa,fear,2025-06-26 16:56:42
zeineb,fear,2025-06-26 16:56:42
zeineb,fear,2025-06-26 16:56:43
zeineb,angry,2025-06-26 16:56:44
zeineb,neutral,2025-06-26 16:56:45
zeineb,neutral,2025-06-26 16:56:46
zeineb,sad,2025-06-26 16:56:47
anyes,neutral,2025-06-26 16:56:49
anyes,neutral,2025-06-26 16:56:50
anyes,fear,2025-06-26 16:56:51
anyes,happy,2025-06-26 16:56:52
anyes,neutral,2025-06-26 16:56:53
anyes,happy,2025-06-26 16:56:54
anyes,happy,2025-06-26 16:56:55
anyes,neutral,2025-06-26 16:56:56
Inconnu,neutral,2025-06-26 16:57:01
Inconnu,neutral,2025-06-26 16:57:02
Inconnu,sad,2025-06-26 16:57:03
georgina,sad,2025-06-26 16:57:30
georgina,sad,2025-06-26 16:57:31
georgina,sad,2025-06-26 16:57:32
georgina,sad,2025-06-26 16:57:33
georgina,fear,2025-06-26 16:57:34
